id,name,measure,amount,cho,kcal
434,Chocolate meio amargo,barra pequena,30.00,17.00,154.00
435,Chocolate quente com leite (Mc’ Donalds®),copo grande,250.00,24.00,178.00
436,Chocotone Bauducco®,01 fatia pequena,100.00,49.00,396.00
437,Chopp escuro,tulipa,290.00,11.00,148.00
438,Chouriço,gomo,60.00,1.00,227.00
439,Chuchu ao molho branco,colher de sopa cheia,30.00,3.00,28.00
440,Chuchu à milanesa,fatia média,70.00,10.00,127.00
441,Chucrute,xícara,120.00,5.00,24.00
442,Churros com doce de leite,unidade aperitivo,30.00,13.00,97.00
443,Chá mate (infusão sem açúcar),xícara de chá cheia,200.00,1.00,6.00
444,Chá sem açúcar (média),xícara de chá cheia,200.00,1.00,4.00
445,Cidra,porção,100.00,10.00,40.00
446,Ciriguela,unidade,20.00,4.00,15.00
447,Coalhada integral Itambé®,pote,130.00,17.00,120.00
448,Coalhada seca natural Alibey ®,colher de sopa,15.00,1.00,19.00
449,Coalhada seca natural Alibey®,colher de sopa,15.00,1.00,19.00
450,Cobertura de chocolate ao leite Garoto®,colher de sopa cheia,25.00,14.00,140.00
451,Coca-Cola®,copo,200.00,20.00,80.00
452,Cocada,unidade média,70.00,37.00,405.00
453,Cocada light Santa Helena®,unidade média,70.00,37.00,405.00
454,Cocada queimada Brasil Caipira®,unidade,20.00,11.00,86.00
455,Coco fresco ralado,xícara,100.00,15.00,354.00
456,"Coco-da-baía, água-de",copo,200.00,10.00,44.00
457,Cogumelo em conserva,colher de sopa,27.00,1.00,5.00
458,Colomba Pascal frutas (Bauducco®),fatia,80.00,41.00,298.00
459,Colomba Pascal gotas de chocolate (Bauducco®),fatia,80.00,40.00,350.00
460,Colomba Pascal salgada,porção,100.00,20.00,228.00
461,Colomba Pascal® salgada,porção,100.00,20.00,228.00
462,Conhaque,dose,50.00,0.00,115.00
463,Cookie aveia e passas (Subway®),unidade,33.00,28.00,190.00
464,Cookie cheescake com framboesa (Subway®),unidade,33.00,28.00,200.00
465,Cookie chocolate  (Subway®),unidade,33.00,29.00,210.00
466,Cookies integral quinua e banana Taeq®,6 unidades,30.00,17.00,123.00
467,Coração de frango,01 unidade média,5.00,0.00,7.00
468,Coração de galinha cozido,unidade média,5.00,0.00,8.00
469,Costela de boi assada,pedaço pequeno,30.00,0.00,136.00
470,Costela de porco defumada,pedaço pequeno,15.00,0.00,62.00
471,Couve (“Kraut”)®,folha média,20.00,1.00,10.00
472,Couve crua,folha média,20.00,1.00,10.00
473,Couve refogada,folha média,25.00,4.00,36.00
474,Couve-flor cozida,ramo médio,60.00,4.00,25.00
475,Couve-flor à milanesa,ramo médio,90.00,11.00,136.00
476,Coxa de frango assada,média,100.00,0.00,215.00
477,Coxinha de frango,unidade grande,110.00,40.00,487.00
478,Coxinha de frango (festa),unidade pequena,10.00,4.00,37.00
479,Cream Cheese,colher de sopa,30.00,1.00,84.00
480,Creme de abacate sem açúcar,colher sopa cheia,25.00,3.00,43.00
481,Creme de amendoim,colher de sopa rasa,20.00,4.00,125.00
482,Creme de leite,colher de sopa rasa,15.00,1.00,46.00
483,Creme de milho,colher de sopa cheia,33.00,5.00,35.00
484,Creme vegetal de chantilly Vigor®,colher de sopa,20.00,2.00,56.00
485,Cremogema chocolate,colher de sopa cheia,20.00,17.00,72.00
486,Crepe de maçã diet,unidade,100.00,18.00,110.00
487,Croissant,unidade grande,80.00,32.00,328.00
488,Croissant de chocolate,unidade pequena,57.00,24.00,237.00
489,Croissant de queijo,unidade média,80.00,32.00,388.00
490,Croquete de Carne,unidade grande,55.00,21.00,190.00
491,Croquete de carne/milho,unidade pequena,10.00,4.00,35.00
492,Cuca alemã,fatia,100.00,33.00,209.00
493,Cup noodles®,unidade comercial,65.00,38.00,300.00
494,Cupuaçu (creme),colher de sopa cheia,20.00,5.00,135.00
495,Curau de milho,2/3 xícara de chá,140.00,33.00,162.00
496,Curry,colher de sopa cheia,9.00,5.00,34.00
497,Cuscuz de milho,pedaço pequeno,85.00,34.00,161.00
498,Cuscuz paulista,01 fatia pequena,80.00,34.00,161.00
499,Damasco seco,01 unidade pequena,7.00,2.00,9.00
500,"Damasco, geléia de",colher de sopa,20.00,13.00,52.00
501,Danette®,unidade,110.00,25.00,166.00
502,Dobradinha,concha pequena,100.00,8.00,111.00
503,Doce de abacaxi,colher de sopa cheia,40.00,32.00,130.00
504,Doce de abóbora cremoso,colher de sopa cheia,40.00,22.00,80.00
505,Doce de abóbora e coco,colher de sopa cheia,40.00,18.00,83.00
506,Doce de arroz de leite,colher de sopa cheia,40.00,13.00,66.00
507,Doce de batata doce,porção pequena,30.00,22.00,121.00
508,Doce de buriti,colher de sopa cheia,50.00,41.00,165.00
509,Doce de cidra,colher de sopa,50.00,20.00,81.00
510,Doce de coco,colher de sopa cheia,40.00,21.00,219.00
511,Doce de cupuaçu,colher de sopa,40.00,30.00,118.00
512,Doce de goiaba,colher de sopa cheia,50.00,21.00,86.00
513,Doce de goiaba em calda Diet House®,colher de sopa,20.00,6.00,23.00
514,Doce de laranja Diet House®,colher de sopa,20.00,2.00,9.00
515,Doce de laranja azeda,colher de sopa cheia,50.00,40.00,153.00
516,Doce de leite,colher de sopa cheia,40.00,22.00,116.00
517,Doce de limão,colher de sopa cheia,50.00,27.00,107.00
518,Doce de mamão verde,colher de sopa,40.00,19.00,78.00
519,Doce de manga,colher de sopa cheia,50.00,27.00,140.00
520,Doce de ovos,colher de sopa cheia,40.00,6.00,52.00
521,Docinhos variados (média),01 unidade média,30.00,16.00,125.00
522,Doriana® cremosa,colher de sopa,10.00,0.00,59.00
523,Doriana® light,colher de sopa,10.00,0.00,32.00
524,Double cheddar (Bob’s®),unidade,210.00,32.00,484.00
525,Double cheddar (Habib’s®),unidade,335.00,35.00,668.00
526,Double cheeseburguer (Bob’s®),unidade,185.00,33.00,512.00
527,Double grill bacon (Bob’s®),unidade,488.00,58.00,1314.00
528,Drops comum,unidade,3.00,3.00,11.00
529,Empada de Palmito,unidade,55.00,14.00,129.00
530,Empada de frango,unidade média,55.00,14.00,197.00
531,Empadinha,unidade pequena,12.00,4.00,56.00
532,Empadão goiano,unidade média,300.00,48.00,618.00
533,Enrolado de Presunto e Queijo,unidade,40.00,15.00,114.00
534,Enrolado de presunto e queijo,unidade média,40.00,15.00,114.00
535,Enrolado de salsicha,unidade média,27.00,3.00,79.00
536,Ervilha em conserva,colher de sopa cheia,27.00,4.00,20.00
537,Ervilha verde cozida,colher de sopa cheia,30.00,4.00,26.00
538,Esfiha de calabresa (Habib’s®),unidade,75.00,17.00,130.00
539,Esfiha de carne aberta,unidade,75.00,18.00,125.00
540,Esfiha de carne fechada,unidade média,80.00,29.00,203.00
541,Esfiha de espinafre (Habib’s®),unidade,80.00,17.00,122.00
542,Esfiha de frango (Habib’s®),unidade,75.00,18.00,115.00
543,Esfiha folhada de cheddar com pepperoni (Habib’s®),unidade,55.00,11.00,201.00
544,Esfiha folhada de chocolate (Habib’s®),unidade,45.00,16.00,199.00
545,Esfiha folhada de chocolate com M&M’s® (Habib’s),unidade,65.00,28.00,295.00
546,Esfiha folhada de chocolate com M&M’s® (Habib’s®),unidade,65.00,28.00,295.00
547,Espinafre cru,colher de sopa cheia,20.00,0.00,4.00
548,Espinafre refogado,colher do sopa cheia,25.00,2.00,27.00
549,Estrogonoff de filé mignon (Backed Potato®),concha,85.00,0.00,146.00
550,Estrogonoffe de carne,colher do sopa cheia,25.00,1.00,39.00
551,Estrogonoffe de frango,colher do sopa cheia,25.00,1.00,43.00
552,Extrato de malte,colher de sopa cheia,15.00,10.00,42.00
553,Falafel,1 porção,100.00,38.00,152.00
554,Falafel (bolinho de grâo de bico),porção,100.00,20.00,155.00
555,Falafel (bolinho de grão de bico),porção,100.00,20.00,155.00
556,Fanta® laranja,copo,200.00,22.00,90.00
557,Farelo de trigo,colher de sopa cheia,9.00,5.00,28.00
558,Farinha de arroz,colher de sopa cheia,17.00,14.00,60.00
559,Farinha de centeio integral,colher de sopa cheia,15.00,11.00,54.00
560,Farinha de mandioca,colher de sopa cheia,16.00,14.00,57.00
561,Farinha de milho,colher de sopa cheia,15.00,12.00,54.00
562,Farinha de milho integral,colher de sopa cheia,15.00,11.00,53.00
563,Farinha de rosca,colher de sopa cheia,15.00,11.00,61.00
564,Farinha de tapioca com coco e açúcar,colher de sopa cheia,25.00,21.00,107.00
565,Farinha de trigo,colher de sopa cheia,20.00,15.00,71.00
566,Farinha d’água-do-pará,copo descartável pequeno,50.00,41.00,166.00
567,Farinha láctea (Nestlé®),colher de sopa rasa,8.00,6.00,30.00
568,Farofa,colher de sopa cheia,15.00,12.00,71.00
569,Farofa com Bacon,01 colher de sopa cheia,45.00,26.00,206.00
570,Farofa com lingüiça,colher de sopa cheia,15.00,7.00,54.00
571,Farofa com tempero/óleo,colher de sopa cheia,15.00,12.00,71.00
572,Farofa de farinha de mandioca,colher de sopa cheia,25.00,20.00,96.00
573,Fatouche,1 porção,100.00,5.00,163.00
574,Feijoada caseira,concha média cheia,225.00,24.00,346.00
575,Feijão branco cozido,colher de sopa cheia,17.00,4.00,20.00
576,Feijão carioquinha cozido,colher de sopa cheia,17.00,3.00,19.00
577,Feijão preto cozido,colher de sopa cheia,17.00,2.00,12.00
578,Feijão tropeiro,colher de sopa cheia,15.00,7.00,50.00
579,Feijão-fradinho,colher de sopa cheia,17.00,2.00,13.00
580,Fermento biológico,tablete,15.00,1.00,14.00
581,Fermento em pó,colher de sopa rasa,10.00,4.00,17.00
582,Fettuccine,01 pegador,110.00,24.00,150.00
583,Fettuccine a bolonhesa (Perdigão®),porção,350.00,49.00,458.00
584,Figo,unidade média,55.00,8.00,38.00
585,Figo cristalizado,unidade,30.00,22.00,86.00
586,Figo enlatado em calda,unidade,20.00,10.00,38.00
587,File ao molho  madeira,01 unidade pequena,180.00,12.00,227.00
588,Filé a parmeggiana,01 unidade pequena,150.00,13.00,490.00
589,Flocos de milho,colher de sopa,10.00,9.00,38.00
590,Focaccia,fatia,50.00,22.00,136.00
591,Fogazza de calabresa (Habib’s®),unidade,70.00,22.00,186.00
592,Fogazza de mussarela (Habib’s®),unidade,70.00,21.00,200.00
593,Folhado de frango,unidade média,40.00,9.00,109.00
594,Fondue de carne,bife médio,90.00,0.00,180.00
595,Fondue de chocolate,colher sopa,30.00,15.00,105.00
596,Fondue de queijo (Gramado®),colher de sopa (molho),30.00,1.00,70.00
597,Framboesa,unidade média,15.00,2.00,8.00
598,"Framboesa, doce em pasta",colher de sopa cheia,50.00,35.00,143.00
599,"Framboesa, geléia de",colher de sopa cheia,34.00,24.00,97.00
600,Frango assado,sobrecoxa média,65.00,0.00,78.00
601,Frango com requeijão (Backed Potato®),concha,85.00,0.00,110.00
602,Frango cozido,sobrecoxa média,65.00,0.00,82.00
603,Frango filé cozido,filé pequeno,100.00,0.00,163.00
604,Frango frito,sobrecoxa média,65.00,0.00,94.00
605,Frango à milanesa,filé pequeno,100.00,14.00,311.00
606,Franlitos (Bob’s®),porção de 6 unidades,120.00,28.00,272.00
607,Frigideira de repolho com camarão seco,colher de sopa,25.00,1.00,25.00
608,Fruta - pão,unidade,100.00,24.00,96.00
609,Fruta-de-conde ou pinha,unidade pequena,60.00,8.00,41.00
610,Frutas cristalizadas industrializadas,colher de sopa cheia,15.00,12.00,48.00
611,Fubá,colher de sopa cheia,20.00,16.00,71.00
612,Funghi,colher de sopa cheia,20.00,10.00,71.00
613,Fígado de boi grelhado,bife médio,100.00,4.00,225.00
614,Fígado de galinha cru,unidade média,30.00,1.00,53.00
615,Galeto assado,pedaço pequeno,95.00,0.00,115.00
616,Galinha ao molho pardo,pedaço médio,95.00,1.00,150.00
617,Galinhada com pequi,colher de servir,60.00,13.00,108.00
618,Gatorade® - média sabores,garrafa,500.00,24.00,120.00
619,Gelatina de frutas em pó,colher de sopa cheia,25.00,22.00,97.00
620,Gelatina diet em pó,colher de sopa cheia,14.00,0.00,1.00
621,Gelatina em pó com açúcar,colher de sopa cheia,14.00,12.00,55.00
622,Gelatina light  morango preparada,colher de sopa cheia,25.00,0.00,3.00
623,Geléia Hainich,colher de sopa,20.00,9.00,40.00
624,Geléia de damasco diet,colher de sopa rasa,22.00,6.00,19.00
625,Geléia de frutas (média),colher de sopa cheia,30.00,18.00,74.00
626,Geléia de mocotó,colher de sopa cheia,40.00,12.00,64.00
627,Geléia de mocotó dietética,colher de sopa cheia,40.00,2.00,22.00
628,Geléia de morango diet,colher de sopa rasa,22.00,6.00,25.00
629,Gengibre em pó,colher de sopa cheia,15.00,11.00,52.00
630,Germen de trigo,colher de sopa cheia,10.00,4.00,37.00
631,Glucose de milho,colher de sobremesa,9.00,6.00,26.00
632,Goiaba,unidade média,170.00,20.00,96.00
633,Goiabada,fatia pequena,40.00,27.00,109.00
634,Goma de tapioca,colher de sopa cheia,20.00,11.00,46.00
635,Gordura vegetal hidrogenada,colher de sopa cheia,14.00,0.00,126.00
636,Gorgonzola (Backed Potato®),concha,60.00,0.00,288.00
637,Gran picanha 100g (Bob’s®),unidade,233.00,27.00,526.00
638,Gran picanha 200g (Bob’s®),unidade,348.00,27.00,755.00
639,Granola,colher de sopa cheia,11.00,7.00,51.00
640,Graviola,porção,100.00,16.00,62.00
641,Grão-de-bico cozido,colher de sopa cheia,22.00,4.00,25.00
642,Guaraná Jesus®,lata,350.00,42.00,168.00
643,Guaraná Kuat®,copo duplo,240.00,25.00,98.00
644,Guaraná diet,copo duplo,240.00,0.00,0.00
645,Guaraná refrigerante,copo duplo,240.00,24.00,96.00
646,Guariroba,colher de sopa cheia,15.00,2.00,10.00
647,Guariroba refogada,2 colheres de sopa cheias,60.00,1.00,22.00
648,Hamburguer (Mc’ Donalds®),unidade,,29.00,245.00
649,Hamburguer - sanduíche,unidade,125.00,40.00,301.00
650,Hamburguer de carne bovina,unidade média,56.00,2.00,139.00
651,Hamburguer de frango,unidade média,56.00,2.00,131.00
652,Hamburguer de peru,unidade média,56.00,0.00,82.00
653,Hamburguer simples,unidade,,29.00,245.00
654,Harumaki de carne,unidade,50.00,8.00,103.00
655,Harumaki filadélfia,unidade,50.00,8.00,158.00
656,Herbalife de baunilha,colher de sopa cheia,15.00,7.00,51.00
657,Hipoglosso (peixe) cozido,filé médio,100.00,0.00,127.00
658,Homus,colher de sopa cheia,30.00,14.00,94.00
659,Homus (Habib’s®),porção,240.00,34.00,360.00
660,Hossomaki de atum,unidade,110.00,26.00,164.00
661,Hossomaki de pepino,unidade,110.00,26.00,123.00
662,Hossomaki de salmão,unidade,110.00,26.00,155.00
663,"Inhame, raiz sem casca de (picado)",colher de sopa cheia,35.00,8.00,37.00
664,Iogurte Activia® light,pote,100.00,11.00,62.00
665,Iogurte Activia® natural,pote,170.00,12.00,132.00
666,Iogurte Activia® original,pote,100.00,16.00,110.00
667,Iogurte Corpus® de morango light,garrafinha,170.00,8.00,69.00
668,Iogurte Dan up®,garrafinha,180.00,28.00,157.00
669,Iogurte Grego Nestlé® light,pote,90.00,10.00,78.00
670,Iogurte Grego Nestlé® tradicional,pote,100.00,15.00,113.00
671,Iogurte Grego Vigor®,pote,100.00,16.00,151.00
672,Iogurte Grego Vigor® zero,pote,100.00,5.00,49.00
673,Iogurte Molico® total cálcio líquido (média),garrafinha,170.00,8.00,73.00
674,Iogurte Molico® total cálcio polpa (média),pote,100.00,6.00,42.00
675,Iogurte de frutas (média),pote,100.00,17.00,90.00
676,Iogurte de frutas light (média),pote,100.00,7.00,42.00
677,Iogurte natural c/ mel,copo,200.00,36.00,225.00
678,Iogurte natural desnatado (Fiore®),copo,140.00,6.00,45.00
679,Iogurte natural desnatado (média),copo,185.00,12.00,85.00
680,Iogurte natural integral (média),copo,200.00,12.00,142.00
681,Iogurte petit suisse (média),unidade,45.00,9.00,71.00
682,Isca de carne de porco,colher de sopa cheia,30.00,0.00,67.00
683,Isca frita de pirarucu,escumadeira cheia,100.00,16.00,258.00
684,Jabuticaba,unidade,5.00,1.00,2.00
685,Jaca,bago médio,12.00,1.00,3.00
686,Jambo,unidade média,40.00,5.00,22.00
687,Jambu cozido,colher de sopa cheia,15.00,2.00,8.00
688,Jamelão ou jambolão,unidade média,10.00,1.00,4.00
689,Jaraqui cru,pedaço médio,100.00,0.00,129.00
690,Jenipapo,pedaço médio,100.00,26.00,113.00
691,Jiló,colher (sopa) cheia,60.00,5.00,31.00
692,Joelho de porco (Einsbein®),porção,100.00,0.00,215.00
693,Kafta na bandeja (Habib’s®),porção,250.00,14.00,300.00
694,Kani kama cru,unidade,16.00,0.00,13.00
695,Kanimaki,unidade,15.00,4.00,20.00
696,Kappamaki de pepino,unidade,15.00,4.00,18.00
697,Karo,colher de sopa cheia,15.00,12.00,49.00
698,Kasespatzle (macarrão com queijo),pegador,130.00,20.00,198.00
699,Kasespatzle® (macarrão com queijo),pegador,130.00,20.00,198.00
700,Ketchup de tomate,colher de sopa cheia,20.00,5.00,23.00
701,Kinder ovo® maxi (Ovo de Páscoa),porção,25.00,13.00,143.00
702,Kiwi,unidade média,76.00,11.00,51.00
703,Lagosta à Thermidor,porção,100.00,13.00,460.00
704,Lagosta à Thermidor®,porção,100.00,13.00,460.00
705,Laranja lima,unidade média,90.00,10.00,41.00
706,Lasanha de bacalhau e espinafre,porção,200.00,42.00,503.00
707,Lasanha à bolonhesa,escumadeira,170.00,27.00,355.00
708,Leite condensado,colher de sopa,15.00,8.00,49.00
709,Leite condensado desnatado,colher de sopa,15.00,9.00,42.00
710,Leite de cabra integral,copo duplo cheio,240.00,13.00,223.00
711,Leite de coco industrializado,garrafa pequena,200.00,11.00,516.00
712,Leite de coco industrializado light,garrafa pequena,200.00,6.00,250.00
713,Leite de soja Ades®,copo,200.00,8.00,82.00
714,Leite de soja zero Ades®,copo,200.00,3.00,59.00
715,Leite de vaca desnatado,copo duplo cheio,240.00,12.00,84.00
716,Leite de vaca desnatado em pó,colher (sopa) cheia,10.00,5.00,35.00
717,Leite de vaca integral  em pó,colher (sopa) cheia,16.00,6.00,80.00
718,Leite de vaca integral pasteurizado,copo duplo cheio,240.00,12.00,141.00
719,Lentilha cozida,colher sopa cheia,18.00,3.00,19.00
720,Licor,cálice,20.00,6.00,62.00
721,Limonada s/ açúcar,copo,200.00,10.00,28.00
722,Limão,colher de sopa cheia,12.00,1.00,4.00
723,"Limão, geléia de",colher de sopa cheia,15.00,1.00,7.00
724,Linguado assado,posta média,120.00,0.00,140.00
725,Linguiça calabresa,unidade,40.00,0.00,146.00
726,Linguiça calabresa defumada,unidade,40.00,0.00,146.00
727,Linguiça de frango,gomo,60.00,0.00,146.00
728,Linguiça de peru,gomo,60.00,0.00,83.00
729,Linguiça paio,unidade,160.00,0.00,363.00
730,Linguiça toscana (Aurora®),1/2 unidade,50.00,1.40,100.00
731,Lombo (ao Vinho),01 fatia média,80.00,6.00,440.00
732,Lombo de porco assado,pedaço grande,120.00,0.00,252.00
733,Lombo de vitela assado/ cozido,pedaço médio,50.00,0.00,113.00
734,Lula cozida,unidade média,80.00,0.00,74.00
735,Língua de boi cozida,fatia média,30.00,0.00,94.00
736,Língua de gato Kompenhagen®,unidade,6.00,3.00,36.00
737,M&M ́s® amendoim,colher de sopa,12.00,8.00,64.00
738,M&M ́s® chocolate,colher de sopa,12.00,9.00,61.00
739,M&M®,colher de sopa,12.00,9.00,61.00
740,Macadâmica natural,colher de sopa,15.00,3.00,97.00
741,Macarrão ao alho e óleo,escumadeira cheia,110.00,35.00,241.00
742,Macarrão caseiro cozido,colher de arroz cheia,50.00,11.00,54.00
743,Macarrão cremoso com frutos do mar,porção,110.00,80.00,692.00
744,Macarrão instantâneo Maggi® lámen queijo,pacote,80.00,50.00,370.00
745,Macarrão mini fusilli picolini Barrila®,prato,80.00,59.00,280.00
746,Macarrão à bolonhesa,escumadeira cheia,110.00,22.00,136.00
747,Macaxeira cozida (mandioca),pedaço grande,100.00,30.00,125.00
748,Macaúba crua,2 unidades,100.00,14.00,404.00
749,Maionese de legumes,01 colher de sopa cheia,38.00,6.00,51.00
750,Maizena,colher de sopa cheia,20.00,17.00,70.00
751,Mamão formosa,fatia média,100.00,12.00,45.00
752,Mamão papaya,meia unidade,160.00,16.00,64.00
753,"Mamão verde, doce de",colher de sopa cheia,40.00,19.00,78.00
754,Mandioca cozida (picada),colher de sopa cheia,30.00,9.00,37.00
755,Mandioca frita,pedaço grande,100.00,50.00,300.00
756,Mandioquinha,colher de sopa,25.00,5.00,20.00
757,Manga espada,unidade média,140.00,22.00,91.00
758,Manjar,fatia média,90.00,36.00,255.00
759,Manjar branco,fatia média,90.00,36.00,255.00
760,Manteiga,colher de sopa cheia,32.00,0.00,235.00
761,Mané pelado,pedaço médio,70.00,37.00,226.00
762,Maracujá,unidade média,45.00,6.00,31.00
763,Margarina,colher de sopa cheia,32.00,0.00,219.00
764,Maria mole,porção,44.00,33.00,132.00
765,Marmelada,fatia média,60.00,40.00,158.00
766,Marreco recheado assado,1/4 unidade,100.00,3.00,258.00
767,Marron-glacê,fatia média,60.00,35.00,149.00
768,Marshmelow Dr. Oetker®,colher de sopa cheia,10.00,9.00,40.00
769,Martini,dose,50.00,2.00,41.00
770,Massa fresca semipronta para pizza,unidade (inteira),140.00,80.00,441.00
771,Massa fresca semipronta para pizza brotinho,unidade,40.00,23.00,126.00
772,Massa pronta para pastel,2 discos de massa,30.00,16.00,83.00
773,Matrinxã inteiro cru,pedaço médio,100.00,0.00,246.00
774,Maçã com casca,unidade pequena,90.00,14.00,58.00
775,Maçã do amor,unidade,100.00,79.00,314.00
776,"Maçã, suco de",copo,200.00,22.00,97.00
777,McChicken (Mc’ Donalds®),unidade,177.00,40.00,424.00
778,McColosso caramelo (Mc’ Donalds®),unidade,142.00,52.00,291.00
779,McColosso chocolate  (Mc’ Donalds®),unidade,137.00,47.00,274.00
780,McFish (Mc’ Donalds®),unidade,151.00,37.00,362.00
781,McFlurry ovomaltine (Mc’ Donalds®),unidade,200.00,68.00,425.00
782,McNuggets 10 (Mc’ Donalds®),porção de 10 unidades,166.00,27.00,431.00
783,McNuggets 4 (Mc’ Donalds®),porção de 4 unidades,66.00,11.00,173.00
784,McNuggets 6 (Mc’ Donalds®),porção de 6 unidades,,16.00,259.00
785,McNífico (Mc’ Donalds®),unidade,282.00,37.00,600.00
786,Melabie,1 porção,100.00,25.00,162.00
787,Melado,colher de sopa,16.00,12.00,47.00
788,Melancia,fatia média,200.00,11.00,48.00
789,Melão,fatia grande,115.00,7.00,32.00
790,Melão cantalupo,porção,100.00,8.00,34.00
791,Melão gaúcho,fatia pequena,100.00,7.00,29.00
792,Merengue de morango,porção média,60.00,52.00,214.00
793,Merluza assada,filé médio,100.00,0.00,122.00
794,Michui de Filé Mingnon,1 porção,100.00,2.00,88.00
795,Michui de Frango,1 porção,100.00,2.00,90.00
796,Michui de frango,porção,100.00,1.00,132.00
797,Milho em espiga com 1 c.sobremesa de  manteiga,unidade,100.00,32.00,233.00
798,Milho verde,unidade grande,100.00,29.00,138.00
799,Milho verde em conserva enlatado,colher de sopa cheia,24.00,5.00,23.00
800,Milk shake clássico de chocolate (Bob’s®),copo grande,700.00,177.00,846.00
801,Milk shake clássico de morango (Bob’s®),copo grande,700.00,136.00,734.00
802,Milk shake crocante de ovomaltine (Bob’s®),copo grande,700.00,157.00,852.00
803,Milk shake de baunilha,copo de milk shake,290.00,51.00,330.00
804,Milk shake de chocolate,copo de milk shake,290.00,61.00,350.00
805,Minestrone (sopa),porção,300.00,23.00,283.00
806,Mingau (média),colher de sopa cheia,37.00,8.00,50.00
807,Mini Bomba de Caramelo,unidade,10.00,3.00,25.00
808,Mini Bomba de Chocolate,unidade,10.00,2.00,23.00
809,Mini Torta de Limão,unidade,10.00,5.00,32.00
810,Mini Torta de Maçã,unidade,10.00,3.00,21.00
811,Mini Torta de Morango,unidade,10.00,3.00,21.00
812,Mini bolacha sabor chocolate Trakinas®,unidade,12.00,8.00,58.00
813,Mini bomba de avelã Cristallo®,unidade,15.00,6.00,41.00
814,Mini bomba de chocolate Cristallo®,unidade,15.00,6.00,43.00
815,Mini cenouras,xícara de café,125.00,13.00,54.00
816,Mini churro de doce de Leite (Habib’s®),unidade,20.00,9.00,56.00
817,Mini hamburguinho,unidade,60.00,15.00,123.00
818,Mini hot dog,unidade,60.00,15.00,165.00
819,Mini kibe frito de cremilly (Habib’s®),unidade,45.00,8.00,101.00
820,Mini pizza,unidade,60.00,20.00,182.00
821,Miojo sabor carne suave Nissin®,pacote,85.00,49.00,374.00
822,Miojo sabor galinha Nissin®,pacote,85.00,50.00,369.00
823,Miojo sabor legumes Nissin®,pacote,85.00,51.00,372.00
824,Miolos,colher de sopa cheia,25.00,0.00,30.00
825,Missoshiro,porção,300.00,9.00,70.00
826,Misto-quente,unidade,85.00,29.00,283.00
827,Mix de frutas desidratadas Frutolla®,2 colheres de sopa,25.00,6.00,34.00
828,"Miúdos de boi (dobradinha, livrelho)",colher de sopa cheia,35.00,0.00,44.00
829,Mjadra,1 porção,52.00,52.00,314.00
830,Moela,unidade média,18.00,0.00,29.00
831,Molho agridoce (Mc’ Donalds®),porção,28.00,10.00,45.00
832,Molho barbecue  MasterFoods®,2 colheres de sopa,25.00,5.00,18.00
833,Molho barbecue (Mc’ Donalds®),porção,28.00,10.00,46.00
834,Molho branco,colher de sopa,35.00,5.00,70.00
835,Molho caipira (Mc’ Donalds®),porção,28.00,6.00,50.00
836,Molho caseiro azeite/vinagre,colher de sopa cheia,13.00,0.00,113.00
837,Molho de alho calve,colher de sopa cheia,15.00,2.00,55.00
838,Molho de iogurte,01 colher de sopa,15.00,2.00,12.00
839,Molho de mostarda light,colher de sopa,15.00,1.00,10.00
840,Molho de pimenta,colher de sopa cheia,35.00,3.00,12.00
841,Molho de queijo com ervas light,colher de sopa,13.00,1.00,8.00
842,Molho de tomate sabor pizza Pomarola®,colher de sopa,20.00,2.00,8.00
843,Molho de tomate tradicional  340g Fugini®,colher de sopa,20.00,3.00,13.00
844,Molho de tomate tradicional  340g Tarantella®,colher de sopa,20.00,2.00,8.00
845,Molho de tomate tradicional 340g Pomarola®,colher de sopa,20.00,2.00,8.00
846,Molho inglês,colher de sopa cheia,6.00,1.00,6.00
847,Molho madeira Uncle Ben’s®,colher de sopa,30.00,3.00,13.00
